ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
5.095766464935885,273.40844807965914,26307.29845475983,10.219804099110648,380.2014982103235,513.8775792590823,18.272418324919784,61.425186950138446,4.352193469514868
9.869231934989052,223.7726613185774,29549.65882291618,7.716922923418477,281.11849034749616,356.1819158560579,14.202664062204065,84.01358459214303,4.736849577023042
9.824706476038184,218.0195299082904,15120.92471624182,3.1462213405647077,333.073545745888,498.93351854944046,14.836623957315226,42.16823419601413,3.226035359326217
7.036752103833548,157.7815546789862,13711.723281811464,6.1339351436364415,333.073545745888,289.74667444182705,13.172721295124006,60.45776434336739,5.068469997878655
7.885678999417978,207.82130351942345,12359.63119396728,7.3776626020556275,340.9789847642716,499.3616904289132,14.045190556416117,97.6271596804726,5.430349993501885
6.513016585960504,185.33853982631783,26262.545482066034,6.742150214684482,289.0143482255442,410.1013088585311,12.92465309837371,83.65219038005735,3.729960915816749
4.16111196816975,181.736388695606,25815.389206539712,8.53462900071612,297.23921899210234,399.2921708958753,9.343333976076622,46.63808080379271,4.16824218857341
8.157518082656166,236.34444018130267,27931.2084020948,6.203675921735492,325.32395487892074,511.5876640552089,13.381574853259394,80.68695836176197,4.469430538245373
6.904536858235756,117.12516037150483,32981.25837721575,3.1462213405647077,368.3870379630723,417.2493946369874,12.118720324168464,33.499381020424245,5.0589054483892655
6.975209177557351,175.42103940460692,35701.155320153026,5.494254342147788,290.0528022347692,401.0588017331808,10.28528264615744,66.42057889523184,5.256483549715023
5.258414736632194,210.92949494906927,29228.334683492816,3.833901836565748,341.6406947178433,363.5707948586598,18.065015046762085,36.15210329459931,3.7307927875940017
7.145771545218821,238.68992851166007,28780.340431632725,6.81402870120907,385.9756504867898,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226
4.857802623979042,222.39999014607184,15668.27361760507,7.900790105684598,320.3945294476844,417.8040633715207,15.530563359834105,84.22877379496049,3.966570844524399
8.848927372187074,262.59832943880866,24417.86132450149,5.399012624095749,267.15795986167404,493.8554892420236,13.262439118840293,47.11299089491515,5.992325026682801
7.036752103833548,171.59223653502127,14784.755660612993,7.404582502297141,351.8755075441876,366.6695124663135,10.504303376161433,57.8621568464784,3.2101680887198576
7.036752103833548,233.6938371821016,17317.68725087593,8.94650419424489,267.15795986167404,311.9742338887706,10.749106681758631,106.69503986064284,4.241935682799888
9.160997540099476,241.38309709563904,28170.885101366224,6.819603096244566,267.15795986167404,568.4205678843352,8.120978574739468,48.25957163667532,3.542527792591825
9.349469962360622,252.148498737014,13137.490762302605,6.173823145207702,320.3239840442836,349.81608434385635,13.109897849977926,58.80129096544768,3.778022672484786
8.097453770731768,218.9924361418924,18112.28444651079,6.196947393934283,333.073545745888,376.5698033733333,17.7462635237124,59.909940872345686,4.279082403805938
10.258615434291343,276.3928337208903,17083.17508543493,5.878992533499542,333.073545745888,400.3307975835265,14.0633696616257,64.36859317878266,4.256415420544105
10.258615434291343,117.79122955039698,22326.89204571865,8.161504810728331,307.70750861182404,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726
7.755154226534814,196.78278366439469,19024.68867060883,6.911867556478251,392.8000811978823,338.43062388607643,10.77286174257597,76.61759947042125,2.728799591724234
7.263545070215379,160.44306483140969,16129.706923294783,8.091014004638305,328.4471744701351,478.5150811723671,12.814835520863769,43.59230115628645,3.9505297370836048
6.350290472055328,190.38373782069613,14905.393851576406,5.537830156620091,333.073545745888,446.840605056286,13.98356664497345,67.81709623719206,4.265233067313503
5.53953369002387,200.71168111573743,21021.41825917061,9.827309049243365,390.55415582288856,437.3416552011855,14.955890404456454,67.16981626990822,3.755660187275043
7.036752103833548,218.57354817585485,11724.62331510551,7.565406844549224,296.4305395160663,452.7276912662175,14.665703807731006,51.26182669313928,3.5613978299719125
7.036752103833548,161.25033056751795,23469.22086693208,8.392832050577809,333.073545745888,448.7879639198399,13.836279976784963,70.20673965682607,3.6002204377572
6.453064802576986,178.99824538756306,23129.460177853423,6.354508121755911,326.8531854313641,371.8827630574564,13.178300671577516,41.525863036479365,3.440858801932284
8.661592429959121,276.3928337208903,27088.476460253085,7.897856522244711,333.073545745888,512.2773100578781,16.912141580117748,72.46576277365818,3.6704310100631887
7.036752103833548,210.62735850548063,27983.17942203171,5.947212908027238,333.073545745888,436.8440525505291,16.127527143449186,64.56404411046557,4.290393223612015
8.137767883092494,203.8618673386868,24172.70331260775,6.844017626422233,305.83257968719704,470.83626451802894,19.232961414138344,30.708421300394185,5.003825786209145
8.635848718500734,203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482
8.35761299314161,163.09825445217052,34989.04708052216,7.696942683440743,317.30168011128416,404.4926142301905,8.271881619595717,67.59815754327194,4.366242227773332
5.488135468839023,192.5079836142217,21715.774408674897,5.454063428048611,333.073545745888,553.2872406359636,13.081524178342818,87.27953747817827,3.6529914223306736
8.549692514107981,236.8615045978861,17828.294523792538,4.752267562975149,341.03633696679213,423.1100796600702,15.313242765803466,80.93130520643619,3.039018778586744
6.1156375458102,240.9751558941715,15765.786717700988,10.08834488989324,339.4024396808054,407.3195392577166,21.30504836504849,63.07159746604637,3.723625473260451
7.036752103833548,233.0634259085382,36640.37136619578,10.000217756125702,400.3224341668413,337.6644115494392,16.635475987044515,61.073709925035885,4.849755347855416
8.885626344053186,171.83977666295198,19113.011912328988,6.503297311235955,400.3224341668413,399.6725563801652,17.623594070661568,76.83122644607027,2.993300944496919
7.1910248566863455,151.30667357089163,23781.32874015592,9.214409134571252,400.3224341668413,465.1268382545519,16.88421403421745,77.51544432438622,4.270645692708772
8.06206612314847,125.70532900057428,35381.67075872485,4.740110742938589,333.073545745888,463.46164010252255,7.0912289574613965,98.59456046083172,3.0400314978062712
7.471026670171208,177.23364339729702,15736.580985502496,6.878354263572089,277.1098543347574,401.6182184387207,11.28570883934384,58.23611933133285,3.707974079965065
6.8649167394504005,170.82779233185357,20464.77269438748,7.074062933998013,365.9413461121188,400.96527028732,14.003873508409184,51.60300428227774,4.493746769178872
7.808856017557415,193.55321164822675,17329.802160103376,8.061361987849569,333.073545745888,392.4495795653845,19.90322518345954,66.62248509808484,2.7982428424180505
3.889106956840228,183.9087222618269,24752.072459755404,5.538314133481364,286.0595560492713,456.8600959410411,9.03406675271333,73.5946567566564,3.464353035155024
7.449659685994515,193.0420805044521,32251.35964845829,6.086599373560465,337.1350460197836,572.8061429370911,18.06029823755989,57.40133709609512,4.3704044218054285
9.925041328429108,238.7133933823553,10704.6031822988,6.110019418331791,351.5974226871131,405.9001841052152,13.550366565856905,59.46266898344466,4.703803488576944
7.036752103833548,142.27741265590265,21208.61828519181,9.502685366042252,333.073545745888,429.6901556789518,16.29271779778753,58.962902387660215,2.60151758888062
9.01210031314688,268.6792987326894,13064.450591186154,7.62564081064624,358.3367600531407,549.8271420293984,12.0158677727552,63.69840388446804,4.962329207225059
5.489248054892975,134.56027614485654,15979.334793250777,9.504361027329772,366.21442792036174,418.6420627869962,12.89763544595712,57.78086931645738,3.987012090604247
6.136907177131185,151.78431903703012,20561.694730733,8.487855964788041,384.15607863424407,363.6184916045743,13.713702924612107,96.58286502051712,4.704585017974258
8.473649322846748,182.9971987311021,36412.488259683865,6.144665655290555,333.073545745888,414.3080549418767,14.255356261876557,56.73518664400297,3.487816306545352
7.036752103833548,242.9094363065688,9654.733680734054,6.2539803924667305,359.6658351668334,588.5667126539669,15.197014622333654,62.82285017610192,5.6522221130790165
5.375895978926893,153.71287427649622,44831.86987314956,7.894086171432456,333.073545745888,493.8884637727761,15.116022810250795,57.71299203911127,4.174219639817962
5.487876362610197,179.20698312178774,20162.01861786685,5.211430347967574,305.2641420711427,510.6093850554352,12.588474813106416,58.86155797518673,4.223576482290001
7.83336100102891,249.3400530553223,13394.731607479194,8.341669769803286,393.1378719260449,443.6291232113895,10.98334419100712,76.64573393234751,4.27097313834306
7.274756854860161,195.1180297949592,21496.74513602928,6.571089751859015,360.697815086255,418.3735820992234,11.38254345750579,81.23560796586705,4.271580716118446
8.163074030614228,162.23184570645637,10494.573368799094,8.087495753688605,400.3224341668413,487.3183456742148,16.011608200391947,69.9767192461293,4.128193137247917
7.036752103833548,117.12516037150483,28415.57583214058,10.55894999846796,296.843207792478,505.24026927891407,12.882614472289331,85.32995534051292,4.119087300328971
7.581944679656733,193.2864626334158,21675.68286642864,9.821498519744832,381.9307439745554,414.8109853897354,16.109169169906238,92.60908363758074,4.833345773568087
7.079303517779591,137.00735518463185,24282.154769061584,5.705692803459669,400.3224341668413,342.72531842613824,9.113945215891365,88.32860483411169,5.553173840879232
8.83264111562239,199.4250376532799,25100.13140450449,6.817660238042554,333.073545745888,453.7579722364956,14.632438282320436,82.65063482137737,3.4521497364245355
7.997175822735124,214.8196268986121,20575.57315960785,6.191399219857796,312.0080944585862,513.540398386387,17.70310392522049,70.29121365888354,4.817668211405948
6.438421803670398,202.53783528957928,26448.24508746797,5.775932909898134,322.45177397062656,567.2016748697974,12.64196794870628,55.70106704669537,3.3803603938404394
6.862936025532809,220.1478891065728,23580.657290482413,6.61154340305096,285.1921809613472,325.72174702513456,13.472757758478451,89.41293484461882,3.8060932559249823
7.036752103833548,232.943238340234,8729.096217461693,5.885992173631767,333.073545745888,400.5176611909556,8.772738387421612,69.72391202595443,3.399725616068605
7.036752103833548,180.89303572718228,17705.608615915477,6.223312180106221,350.1952531204174,447.93712304214415,10.461024655155256,32.074863481955944,3.9991254999566994
8.90373377508948,194.216275243167,13319.495705340682,5.56689579210772,323.42436241769934,317.3492443408267,17.130157597690697,61.42879054902781,4.365169641644011
8.091812332148193,200.97330149823853,26472.69180287761,6.725680183680906,333.073545745888,432.1899313966691,13.79865513470338,32.66707798961951,4.370031238360665
6.143921454143699,175.27407595533003,29072.16965421457,11.09608644703562,287.6981570714125,469.9833240211958,13.142492971719092,83.27965820617686,3.476213303592504
7.036752103833548,247.1640182695371,18939.61646068367,7.08637465543505,305.0400259353043,419.4530876555296,12.7581140625407,60.31920264446502,4.287440678130007
5.928767339528974,192.04842038980323,19240.05820156024,8.986862677728771,400.16416090223504,459.2609613873423,9.893655008905,52.157787167286365,3.592912289891955
8.22680803429499,191.2786805505674,16472.192309271515,6.8639270579151646,333.073545745888,354.9262268283152,15.183645523829796,63.41678671446479,2.1887018433563847
7.036752103833548,168.96302590875112,21030.234531024977,5.564002470746845,400.3224341668413,440.9520713952589,12.35272153960426,72.03364435651835,4.69101750323518
6.099646705468387,237.9199267632531,20416.84099619073,8.457830699274377,333.073545745888,291.1048365690676,19.27005426046378,93.13800948154017,3.172789769152877
7.815121777828159,190.3139043160345,20229.10815026317,9.186893055149625,335.6387256514536,379.2228730386165,14.979347629638768,73.42542758533133,3.096163272201657
7.036752103833548,205.23519375198808,22613.29748499291,6.485809596531018,267.15795986167404,313.0096388778709,11.623604636163977,28.400877340105264,3.978495493860283
6.519847784240155,183.2259977881614,14284.647917118657,8.389077863338056,373.09157545766817,495.4179535419933,11.638474778395278,58.66164899826887,3.2722860861005483
7.74977378413344,229.48976714904325,21995.06806755686,7.74892129486267,320.4406636909241,398.5447626045239,18.202915705248586,41.06424688569309,4.317186297673677
6.641174116155328,191.91689889568164,10220.712358756396,6.675080629168261,380.3635902410986,421.4173518400164,12.243252469105528,65.17992724397419,3.1547011218912004
6.203572848208437,139.12908302130592,6698.239095162861,3.876812714975288,333.073545745888,601.5261669886679,13.36816453958977,68.29868905392219,4.305549361837694
6.980061938695879,164.12718036682455,17625.466412216323,6.4795578439453925,372.7483191474201,492.7034162141231,11.66575309215898,48.7102932160505,3.969463254406426
5.810742057236217,151.87617187372092,25419.551655141106,7.874166460655202,313.3647973555195,494.1529743470612,14.646684965981876,77.37381254511361,3.4369668618570386
7.036752103833548,192.74227526698428,32349.10237770703,8.750629518554229,272.08505722126057,581.9811911835134,13.583036092216505,64.43604613167355,3.952594441314252
5.07827417522148,185.0883849125437,18125.638398024403,4.105766322585412,275.05564184079964,528.1562512089131,11.325446639918937,80.33833076422354,3.631042313530789
6.174750579100353,138.51358802644427,21504.138820970347,10.860294995090388,338.7030157200026,447.8054645378634,14.241965197367108,31.705933099963868,2.566048788361688
7.774468468846811,216.7528721919808,22316.398283637125,7.947534131189498,385.04343760501695,288.068577690003,14.136699006023434,68.86186084786507,3.8910973336994905
7.947485785725746,269.80940702116914,34440.77343351387,6.958283209737815,390.1042228776426,425.62781398964114,13.749261313977344,56.6358113166401,3.700853839705055
4.666148130914806,171.28870012027198,35680.067877428795,4.8943736166150975,314.6138512073473,501.9028641271134,14.210624450932642,56.91025405730439,4.55686375232757
